0,-0.017515182495117188,-0.00020503997802734372
3,2.753791093826294,-0.11733722686767578
5,3.3475430011749268,2.0325193405151367
14,5.471380233764648,5.345611572265625
15,8.72453784942627,3.5669078826904297
13,6.91534423828125,2.85207748413086
12,4.848879814147949,-3.152870178222656
2,-2.240719556808472,-0.6036872863769531
1,-1.2922837734222412,-3.377211570739746
9,-2.8869519233703613,-3.702147483825684
8,-7.020625591278076,-4.105938911437988
10,-6.632553577423097,0.5042543411254883
11,-4.517251491546631,5.406306266784668
6,-4.201855182647705,6.3123130798339835
7,-0.7186846733093262,5.741637229919434
4,-0.2309224605560303,3.050154209136963
16,-0.04246091842651367,0.09471607208251953
